month,borough,age,stop
2019-10-01,Hounslow,20 - 24,187
2019-10-01,Hounslow,25 - 29,121
2019-10-01,Islington,15 - 19,213
2019-10-01,Islington,20 - 24,187
2019-10-01,Islington,25 - 29,106
2019-10-01,Kensington & Chelsea,15 - 19,117
2019-10-01,Kensington & Chelsea,20 - 24,112
2019-10-01,Kensington & Chelsea,25 - 29,74
2019-10-01,Kingston upon Thames,15 - 19,114
2019-10-01,Kingston upon Thames,20 - 24,63
2019-10-01,Kingston upon Thames,25 - 29,26
2019-10-01,Lambeth,15 - 19,274
2019-10-01,Lambeth,20 - 24,214
2019-10-01,Lambeth,25 - 29,128
2019-10-01,Lewisham,15 - 19,249
2019-10-01,Lewisham,20 - 24,177
2019-10-01,Lewisham,25 - 29,90
2019-10-01,Merton,15 - 19,78
2019-10-01,Merton,20 - 24,81
2019-10-01,Merton,25 - 29,44
2019-10-01,Newham,15 - 19,301
2019-10-01,Newham,20 - 24,382
2019-10-01,Newham,25 - 29,225
2019-10-01,Redbridge,15 - 19,189
2019-10-01,Redbridge,20 - 24,171
2019-10-01,Redbridge,25 - 29,73
2019-10-01,Richmond upon Thames,15 - 19,73
2019-10-01,Richmond upon Thames,20 - 24,37
2019-10-01,Richmond upon Thames,25 - 29,10
2019-10-01,Southwark,15 - 19,654
2019-10-01,Southwark,20 - 24,335
2019-10-01,Southwark,25 - 29,174
2019-10-01,Sutton,15 - 19,113
2019-10-01,Sutton,20 - 24,49
2019-10-01,Sutton,25 - 29,34
2019-10-01,Tower Hamlets,15 - 19,342
2019-10-01,Tower Hamlets,20 - 24,357
2019-10-01,Tower Hamlets,25 - 29,172
2019-10-01,Waltham Forest,15 - 19,268
2019-10-01,Waltham Forest,20 - 24,175
2019-10-01,Waltham Forest,25 - 29,100
2019-10-01,Wandsworth,15 - 19,152
2019-10-01,Wandsworth,20 - 24,86
2019-10-01,Wandsworth,25 - 29,50
2019-10-01,Westminster,15 - 19,642
2019-10-01,Westminster,20 - 24,529
2019-10-01,Westminster,25 - 29,348
2019-11-01,Aviation Policing,15 - 19,3
2019-11-01,Aviation Policing,20 - 24,5
2019-11-01,Aviation Policing,25 - 29,1
2019-11-01,Barking & Dagenham,15 - 19,172
2019-11-01,Barking & Dagenham,20 - 24,128
2019-11-01,Barking & Dagenham,25 - 29,89
2019-11-01,Barnet,15 - 19,124
2019-11-01,Barnet,20 - 24,75
2019-11-01,Barnet,25 - 29,45
2019-11-01,Bexley,15 - 19,92
2019-11-01,Bexley,20 - 24,85
2019-11-01,Bexley,25 - 29,47
2019-11-01,Brent,15 - 19,192
2019-11-01,Brent,20 - 24,155
2019-11-01,Brent,25 - 29,73
2019-11-01,Bromley,15 - 19,155
2019-11-01,Bromley,20 - 24,98
2019-11-01,Bromley,25 - 29,69
2019-11-01,Camden,15 - 19,321
2019-11-01,Camden,20 - 24,265
2019-11-01,Camden,25 - 29,150
2019-11-01,Croydon,15 - 19,356
2019-11-01,Croydon,20 - 24,232
2019-11-01,Croydon,25 - 29,141
2019-11-01,Ealing,15 - 19,149
2019-11-01,Ealing,20 - 24,156
2019-11-01,Ealing,25 - 29,71
2019-11-01,Enfield,15 - 19,119
2019-11-01,Enfield,20 - 24,96
2019-11-01,Enfield,25 - 29,58
2019-11-01,Greenwich,15 - 19,187
2019-11-01,Greenwich,20 - 24,142
2019-11-01,Greenwich,25 - 29,68
2019-11-01,Hackney,15 - 19,205
2019-11-01,Hackney,20 - 24,244
2019-11-01,Hackney,25 - 29,128
2019-11-01,Hammersmith & Fulham,15 - 19,181
2019-11-01,Hammersmith & Fulham,20 - 24,97
2019-11-01,Hammersmith & Fulham,25 - 29,58
2019-11-01,Haringey,15 - 19,189
2019-11-01,Haringey,20 - 24,174
2019-11-01,Haringey,25 - 29,73
2019-11-01,Harrow,15 - 19,74
2019-11-01,Harrow,20 - 24,82
2019-11-01,Harrow,25 - 29,30
2019-11-01,Havering,15 - 19,139
2019-11-01,Havering,20 - 24,60
2019-11-01,Havering,25 - 29,35
2019-11-01,Hillingdon,15 - 19,162
2019-11-01,Hillingdon,20 - 24,118
2019-11-01,Hillingdon,25 - 29,65
2019-11-01,Hounslow,15 - 19,150
2019-11-01,Hounslow,20 - 24,146
2019-11-01,Hounslow,25 - 29,103
2019-11-01,Islington,15 - 19,258
2019-11-01,Islington,20 - 24,171
2019-11-01,Islington,25 - 29,112
2019-11-01,Kensington & Chelsea,15 - 19,104
2019-11-01,Kensington & Chelsea,20 - 24,111
2019-11-01,Kensington & Chelsea,25 - 29,54
2019-11-01,Kingston upon Thames,15 - 19,84
2019-11-01,Kingston upon Thames,20 - 24,64
2019-11-01,Kingston upon Thames,25 - 29,37
2019-11-01,Lambeth,15 - 19,180
2019-11-01,Lambeth,20 - 24,198
2019-11-01,Lambeth,25 - 29,119
2019-11-01,Lewisham,15 - 19,228
2019-11-01,Lewisham,20 - 24,153
2019-11-01,Lewisham,25 - 29,81
2019-11-01,Merton,15 - 19,106
2019-11-01,Merton,20 - 24,108
2019-11-01,Merton,25 - 29,65
2019-11-01,Newham,15 - 19,233
2019-11-01,Newham,20 - 24,226
2019-11-01,Newham,25 - 29,153
2019-11-01,Redbridge,15 - 19,177
2019-11-01,Redbridge,20 - 24,176
2019-11-01,Redbridge,25 - 29,104
2019-11-01,Richmond upon Thames,15 - 19,50
2019-11-01,Richmond upon Thames,20 - 24,25
2019-11-01,Richmond upon Thames,25 - 29,17
2019-11-01,Southwark,15 - 19,754
2019-11-01,Southwark,20 - 24,393
2019-11-01,Southwark,25 - 29,186
2019-11-01,Sutton,15 - 19,110
2019-11-01,Sutton,20 - 24,53
2019-11-01,Sutton,25 - 29,42
2019-11-01,Tower Hamlets,15 - 19,384
2019-11-01,Tower Hamlets,20 - 24,461
2019-11-01,Tower Hamlets,25 - 29,233
2019-11-01,Waltham Forest,15 - 19,304
2019-11-01,Waltham Forest,20 - 24,202
2019-11-01,Waltham Forest,25 - 29,85
2019-11-01,Wandsworth,15 - 19,111
2019-11-01,Wandsworth,20 - 24,78
2019-11-01,Wandsworth,25 - 29,59
2019-11-01,Westminster,15 - 19,706
2019-11-01,Westminster,20 - 24,664
2019-11-01,Westminster,25 - 29,326
2019-12-01,Aviation Policing,15 - 19,5
2019-12-01,Aviation Policing,20 - 24,9
2019-12-01,Aviation Policing,25 - 29,9
2019-12-01,Barking & Dagenham,15 - 19,72
2019-12-01,Barking & Dagenham,20 - 24,92
2019-12-01,Barking & Dagenham,25 - 29,55
2019-12-01,Barnet,15 - 19,73
2019-12-01,Barnet,20 - 24,52
2019-12-01,Barnet,25 - 29,35
2019-12-01,Bexley,15 - 19,86
2019-12-01,Bexley,20 - 24,57
2019-12-01,Bexley,25 - 29,24
2019-12-01,Brent,15 - 19,123
2019-12-01,Brent,20 - 24,98
2019-12-01,Brent,25 - 29,55
2019-12-01,Bromley,15 - 19,258
2019-12-01,Bromley,20 - 24,96
2019-12-01,Bromley,25 - 29,79
2019-12-01,Camden,15 - 19,256
2019-12-01,Camden,20 - 24,254
2019-12-01,Camden,25 - 29,161
2019-12-01,Croydon,15 - 19,241
2019-12-01,Croydon,20 - 24,186
2019-12-01,Croydon,25 - 29,110
2019-12-01,Ealing,15 - 19,160
2019-12-01,Ealing,20 - 24,134
2019-12-01,Ealing,25 - 29,82
2019-12-01,Enfield,15 - 19,121
2019-12-01,Enfield,20 - 24,102
2019-12-01,Enfield,25 - 29,55
2019-12-01,Greenwich,15 - 19,194
2019-12-01,Greenwich,20 - 24,115
2019-12-01,Greenwich,25 - 29,86
2019-12-01,Hackney,15 - 19,221
2019-12-01,Hackney,20 - 24,216
2019-12-01,Hackney,25 - 29,143
2019-12-01,Hammersmith & Fulham,15 - 19,72
2019-12-01,Hammersmith & Fulham,20 - 24,60
2019-12-01,Hammersmith & Fulham,25 - 29,32
2019-12-01,Haringey,15 - 19,250
2019-12-01,Haringey,20 - 24,228
2019-12-01,Haringey,25 - 29,150
2019-12-01,Harrow,15 - 19,76
2019-12-01,Harrow,20 - 24,36
2019-12-01,Harrow,25 - 29,14
2019-12-01,Havering,15 - 19,98
2019-12-01,Havering,20 - 24,55
2019-12-01,Havering,25 - 29,38
2019-12-01,Hillingdon,15 - 19,79
2019-12-01,Hillingdon,20 - 24,90
2019-12-01,Hillingdon,25 - 29,40
2019-12-01,Hounslow,15 - 19,121
2019-12-01,Hounslow,20 - 24,125
2019-12-01,Hounslow,25 - 29,105
2019-12-01,Islington,15 - 19,185
2019-12-01,Islington,20 - 24,158
2019-12-01,Islington,25 - 29,102
2019-12-01,Kensington & Chelsea,15 - 19,83
2019-12-01,Kensington & Chelsea,20 - 24,92
2019-12-01,Kensington & Chelsea,25 - 29,43
2019-12-01,Kingston upon Thames,15 - 19,124
2019-12-01,Kingston upon Thames,20 - 24,58
2019-12-01,Kingston upon Thames,25 - 29,23
2019-12-01,Lambeth,15 - 19,283
2019-12-01,Lambeth,20 - 24,253
2019-12-01,Lambeth,25 - 29,154
2019-12-01,Lewisham,15 - 19,242
2019-12-01,Lewisham,20 - 24,166
2019-12-01,Lewisham,25 - 29,110
2019-12-01,Merton,15 - 19,71
2019-12-01,Merton,20 - 24,73
2019-12-01,Merton,25 - 29,46
2019-12-01,Newham,15 - 19,207
2019-12-01,Newham,20 - 24,195
2019-12-01,Newham,25 - 29,127
2019-12-01,Redbridge,15 - 19,141
2019-12-01,Redbridge,20 - 24,118
2019-12-01,Redbridge,25 - 29,86
2019-12-01,Richmond upon Thames,15 - 19,76
2019-12-01,Richmond upon Thames,20 - 24,31
2019-12-01,Richmond upon Thames,25 - 29,13
2019-12-01,Southwark,15 - 19,442
2019-12-01,Southwark,20 - 24,302
2019-12-01,Southwark,25 - 29,182
2019-12-01,Sutton,15 - 19,145
2019-12-01,Sutton,20 - 24,67
2019-12-01,Sutton,25 - 29,32
2019-12-01,Tower Hamlets,15 - 19,289
2019-12-01,Tower Hamlets,20 - 24,263
2019-12-01,Tower Hamlets,25 - 29,151
2019-12-01,Waltham Forest,15 - 19,265
2019-12-01,Waltham Forest,20 - 24,179
2019-12-01,Waltham Forest,25 - 29,105
2019-12-01,Wandsworth,15 - 19,99
2019-12-01,Wandsworth,20 - 24,100
2019-12-01,Wandsworth,25 - 29,85
2019-12-01,Westminster,15 - 19,568
2019-12-01,Westminster,20 - 24,593
2019-12-01,Westminster,25 - 29,362
2020-01-01,Aviation Policing,15 - 19,3
2020-01-01,Aviation Policing,20 - 24,7
2020-01-01,Aviation Policing,25 - 29,3
2020-01-01,Barking & Dagenham,15 - 19,236
2020-01-01,Barking & Dagenham,20 - 24,114
2020-01-01,Barking & Dagenham,25 - 29,82
2020-01-01,Barnet,15 - 19,119
2020-01-01,Barnet,20 - 24,95
2020-01-01,Barnet,25 - 29,49
2020-01-01,Bexley,15 - 19,138
2020-01-01,Bexley,20 - 24,64
2020-01-01,Bexley,25 - 29,39
2020-01-01,Brent,15 - 19,194
2020-01-01,Brent,20 - 24,176
2020-01-01,Brent,25 - 29,118
2020-01-01,Bromley,15 - 19,254
2020-01-01,Bromley,20 - 24,150
2020-01-01,Bromley,25 - 29,107
2020-01-01,Camden,15 - 19,425
2020-01-01,Camden,20 - 24,346
2020-01-01,Camden,25 - 29,209
2020-01-01,Croydon,15 - 19,473
2020-01-01,Croydon,20 - 24,422
2020-01-01,Croydon,25 - 29,234
2020-01-01,Ealing,15 - 19,171
2020-01-01,Ealing,20 - 24,189
2020-01-01,Ealing,25 - 29,117
2020-01-01,Enfield,15 - 19,242
2020-01-01,Enfield,20 - 24,165
2020-01-01,Enfield,25 - 29,85
2020-01-01,Greenwich,15 - 19,285
2020-01-01,Greenwich,20 - 24,190
2020-01-01,Greenwich,25 - 29,118
2020-01-01,Hackney,15 - 19,247
2020-01-01,Hackney,20 - 24,240
2020-01-01,Hackney,25 - 29,131
2020-01-01,Hammersmith & Fulham,15 - 19,117
2020-01-01,Hammersmith & Fulham,20 - 24,65
2020-01-01,Hammersmith & Fulham,25 - 29,55
2020-01-01,Haringey,15 - 19,349
2020-01-01,Haringey,20 - 24,348
2020-01-01,Haringey,25 - 29,212
2020-01-01,Harrow,15 - 19,133
2020-01-01,Harrow,20 - 24,100
2020-01-01,Harrow,25 - 29,55
2020-01-01,Havering,15 - 19,145
2020-01-01,Havering,20 - 24,103
2020-01-01,Havering,25 - 29,64
2020-01-01,Hillingdon,15 - 19,192
2020-01-01,Hillingdon,20 - 24,196
2020-01-01,Hillingdon,25 - 29,89
2020-01-01,Hounslow,15 - 19,172
2020-01-01,Hounslow,20 - 24,160
2020-01-01,Hounslow,25 - 29,90
2020-01-01,Islington,15 - 19,245
2020-01-01,Islington,20 - 24,217
2020-01-01,Islington,25 - 29,104
2020-01-01,Kensington & Chelsea,15 - 19,175
2020-01-01,Kensington & Chelsea,20 - 24,140
2020-01-01,Kensington & Chelsea,25 - 29,72
2020-01-01,Kingston upon Thames,15 - 19,216
2020-01-01,Kingston upon Thames,20 - 24,135
2020-01-01,Kingston upon Thames,25 - 29,62
2020-01-01,Lambeth,15 - 19,377
2020-01-01,Lambeth,20 - 24,352
2020-01-01,Lambeth,25 - 29,204
2020-01-01,Lewisham,15 - 19,285
2020-01-01,Lewisham,20 - 24,198
2020-01-01,Lewisham,25 - 29,108
2020-01-01,Merton,15 - 19,110
2020-01-01,Merton,20 - 24,100
2020-01-01,Merton,25 - 29,65
2020-01-01,Newham,15 - 19,365
2020-01-01,Newham,20 - 24,310
2020-01-01,Newham,25 - 29,231
2020-01-01,Redbridge,15 - 19,198
2020-01-01,Redbridge,20 - 24,167
2020-01-01,Redbridge,25 - 29,138
2020-01-01,Richmond upon Thames,15 - 19,51
2020-01-01,Richmond upon Thames,20 - 24,21
2020-01-01,Richmond upon Thames,25 - 29,13
2020-01-01,Southwark,15 - 19,462
2020-01-01,Southwark,20 - 24,290
2020-01-01,Southwark,25 - 29,159
2020-01-01,Sutton,15 - 19,127
2020-01-01,Sutton,20 - 24,73
2020-01-01,Sutton,25 - 29,53
2020-01-01,Tower Hamlets,15 - 19,329
2020-01-01,Tower Hamlets,20 - 24,368
2020-01-01,Tower Hamlets,25 - 29,206
2020-01-01,Waltham Forest,15 - 19,543
2020-01-01,Waltham Forest,20 - 24,325
2020-01-01,Waltham Forest,25 - 29,132
2020-01-01,Wandsworth,15 - 19,315
2020-01-01,Wandsworth,20 - 24,234
2020-01-01,Wandsworth,25 - 29,192
2020-01-01,Westminster,15 - 19,633
2020-01-01,Westminster,20 - 24,597
2020-01-01,Westminster,25 - 29,384
2020-02-01,Aviation Policing,20 - 24,2
2020-02-01,Aviation Policing,25 - 29,8
2020-02-01,Barking & Dagenham,15 - 19,189
2020-02-01,Barking & Dagenham,20 - 24,142
2020-02-01,Barking & Dagenham,25 - 29,83
2020-02-01,Barnet,15 - 19,148
2020-02-01,Barnet,20 - 24,107
2020-02-01,Barnet,25 - 29,33
2020-02-01,Bexley,15 - 19,93
2020-02-01,Bexley,20 - 24,71
2020-02-01,Bexley,25 - 29,45
2020-02-01,Brent,15 - 19,124
2020-02-01,Brent,20 - 24,130
2020-02-01,Brent,25 - 29,65
2020-02-01,Bromley,15 - 19,266
2020-02-01,Bromley,20 - 24,111
2020-02-01,Bromley,25 - 29,89
2020-02-01,Camden,15 - 19,331
2020-02-01,Camden,20 - 24,281
2020-02-01,Camden,25 - 29,201
2020-02-01,Croydon,15 - 19,410
2020-02-01,Croydon,20 - 24,332
2020-02-01,Croydon,25 - 29,197
2020-02-01,Ealing,15 - 19,150
2020-02-01,Ealing,20 - 24,197
2020-02-01,Ealing,25 - 29,115
2020-02-01,Enfield,15 - 19,137
2020-02-01,Enfield,20 - 24,145
2020-02-01,Enfield,25 - 29,83
2020-02-01,Greenwich,15 - 19,240
2020-02-01,Greenwich,20 - 24,167
2020-02-01,Greenwich,25 - 29,106
2020-02-01,Hackney,15 - 19,217
2020-02-01,Hackney,20 - 24,196
2020-02-01,Hackney,25 - 29,141
2020-02-01,Hammersmith & Fulham,15 - 19,124
2020-02-01,Hammersmith & Fulham,20 - 24,95
2020-02-01,Hammersmith & Fulham,25 - 29,56
2020-02-01,Haringey,15 - 19,328
2020-02-01,Haringey,20 - 24,243
2020-02-01,Haringey,25 - 29,164
2020-02-01,Harrow,15 - 19,81
2020-02-01,Harrow,20 - 24,84
2020-02-01,Harrow,25 - 29,39
2020-02-01,Havering,15 - 19,106
2020-02-01,Havering,20 - 24,71
2020-02-01,Havering,25 - 29,54
2020-02-01,Hillingdon,15 - 19,161
2020-02-01,Hillingdon,20 - 24,152
2020-02-01,Hillingdon,25 - 29,60
2020-02-01,Hounslow,15 - 19,119
2020-02-01,Hounslow,20 - 24,160
2020-02-01,Hounslow,25 - 29,97
2020-02-01,Islington,15 - 19,286
2020-02-01,Islington,20 - 24,190
2020-02-01,Islington,25 - 29,92
2020-02-01,Kensington & Chelsea,15 - 19,82
2020-02-01,Kensington & Chelsea,20 - 24,65
2020-02-01,Kensington & Chelsea,25 - 29,53
2020-02-01,Kingston upon Thames,15 - 19,158
2020-02-01,Kingston upon Thames,20 - 24,67
2020-02-01,Kingston upon Thames,25 - 29,47
2020-02-01,Lambeth,15 - 19,370
2020-02-01,Lambeth,20 - 24,295
2020-02-01,Lambeth,25 - 29,170
2020-02-01,Lewisham,15 - 19,270
2020-02-01,Lewisham,20 - 24,184
2020-02-01,Lewisham,25 - 29,105
2020-02-01,Merton,15 - 19,114
2020-02-01,Merton,20 - 24,93
2020-02-01,Merton,25 - 29,38
2020-02-01,Newham,15 - 19,334
2020-02-01,Newham,20 - 24,319
2020-02-01,Newham,25 - 29,192
2020-02-01,Redbridge,15 - 19,164
2020-02-01,Redbridge,20 - 24,166
2020-02-01,Redbridge,25 - 29,94
2020-02-01,Richmond upon Thames,15 - 19,72
2020-02-01,Richmond upon Thames,20 - 24,37
2020-02-01,Richmond upon Thames,25 - 29,14
2020-02-01,Southwark,15 - 19,396
2020-02-01,Southwark,20 - 24,315
2020-02-01,Southwark,25 - 29,139
2020-02-01,Sutton,15 - 19,88
2020-02-01,Sutton,20 - 24,56
2020-02-01,Sutton,25 - 29,36
2020-02-01,Tower Hamlets,15 - 19,309
2020-02-01,Tower Hamlets,20 - 24,373
2020-02-01,Tower Hamlets,25 - 29,202
2020-02-01,Waltham Forest,15 - 19,421
2020-02-01,Waltham Forest,20 - 24,303
2020-02-01,Waltham Forest,25 - 29,145
2020-02-01,Wandsworth,15 - 19,307
2020-02-01,Wandsworth,20 - 24,222
2020-02-01,Wandsworth,25 - 29,150
2020-02-01,Westminster,15 - 19,506
2020-02-01,Westminster,20 - 24,507
2020-02-01,Westminster,25 - 29,310
2020-03-01,Aviation Policing,15 - 19,4
2020-03-01,Aviation Policing,20 - 24,9
2020-03-01,Aviation Policing,25 - 29,7
2020-03-01,Barking & Dagenham,15 - 19,195
2020-03-01,Barking & Dagenham,20 - 24,126
2020-03-01,Barking & Dagenham,25 - 29,73
2020-03-01,Barnet,15 - 19,134
2020-03-01,Barnet,20 - 24,117
2020-03-01,Barnet,25 - 29,69
2020-03-01,Bexley,15 - 19,138
2020-03-01,Bexley,20 - 24,70
2020-03-01,Bexley,25 - 29,40
2020-03-01,Brent,15 - 19,263
2020-03-01,Brent,20 - 24,215
2020-03-01,Brent,25 - 29,142
2020-03-01,Bromley,15 - 19,259
2020-03-01,Bromley,20 - 24,130
2020-03-01,Bromley,25 - 29,79
2020-03-01,Camden,15 - 19,222
2020-03-01,Camden,20 - 24,249
2020-03-01,Camden,25 - 29,145
2020-03-01,Croydon,15 - 19,405
2020-03-01,Croydon,20 - 24,288
2020-03-01,Croydon,25 - 29,188
2020-03-01,Ealing,15 - 19,175
2020-03-01,Ealing,20 - 24,258
2020-03-01,Ealing,25 - 29,162
2020-03-01,Enfield,15 - 19,210
2020-03-01,Enfield,20 - 24,175
2020-03-01,Enfield,25 - 29,96
2020-03-01,Greenwich,15 - 19,206
2020-03-01,Greenwich,20 - 24,150
2020-03-01,Greenwich,25 - 29,89
2020-03-01,Hackney,15 - 19,305
2020-03-01,Hackney,20 - 24,195
2020-03-01,Hackney,25 - 29,107
2020-03-01,Hammersmith & Fulham,15 - 19,184
2020-03-01,Hammersmith & Fulham,20 - 24,130
2020-03-01,Hammersmith & Fulham,25 - 29,82
2020-03-01,Haringey,15 - 19,325
2020-03-01,Haringey,20 - 24,346
2020-03-01,Haringey,25 - 29,182
2020-03-01,Harrow,15 - 19,92
2020-03-01,Harrow,20 - 24,91
2020-03-01,Harrow,25 - 29,53
2020-03-01,Havering,15 - 19,127
2020-03-01,Havering,20 - 24,94
2020-03-01,Havering,25 - 29,66
2020-03-01,Hillingdon,15 - 19,215
2020-03-01,Hillingdon,20 - 24,191
2020-03-01,Hillingdon,25 - 29,87
2020-03-01,Hounslow,15 - 19,176
2020-03-01,Hounslow,20 - 24,205
2020-03-01,Hounslow,25 - 29,122
2020-03-01,Islington,15 - 19,208
2020-03-01,Islington,20 - 24,147
2020-03-01,Islington,25 - 29,84
2020-03-01,Kensington & Chelsea,15 - 19,84
2020-03-01,Kensington & Chelsea,20 - 24,88
2020-03-01,Kensington & Chelsea,25 - 29,66
2020-03-01,Kingston upon Thames,15 - 19,161
2020-03-01,Kingston upon Thames,20 - 24,87
2020-03-01,Kingston upon Thames,25 - 29,51
2020-03-01,Lambeth,15 - 19,348
2020-03-01,Lambeth,20 - 24,254
2020-03-01,Lambeth,25 - 29,140
2020-03-01,Lewisham,15 - 19,223
2020-03-01,Lewisham,20 - 24,177
2020-03-01,Lewisham,25 - 29,104
2020-03-01,Merton,15 - 19,122
2020-03-01,Merton,20 - 24,102
2020-03-01,Merton,25 - 29,53
2020-03-01,Newham,15 - 19,314
2020-03-01,Newham,20 - 24,262
2020-03-01,Newham,25 - 29,166
2020-03-01,Redbridge,15 - 19,169
2020-03-01,Redbridge,20 - 24,194
2020-03-01,Redbridge,25 - 29,112
2020-03-01,Richmond upon Thames,15 - 19,112
2020-03-01,Richmond upon Thames,20 - 24,49
2020-03-01,Richmond upon Thames,25 - 29,27
2020-03-01,Southwark,15 - 19,431
2020-03-01,Southwark,20 - 24,332
2020-03-01,Southwark,25 - 29,146
2020-03-01,Sutton,15 - 19,102
2020-03-01,Sutton,20 - 24,80
2020-03-01,Sutton,25 - 29,43
2020-03-01,Tower Hamlets,15 - 19,351
2020-03-01,Tower Hamlets,20 - 24,358
2020-03-01,Tower Hamlets,25 - 29,179
2020-03-01,Waltham Forest,15 - 19,386
2020-03-01,Waltham Forest,20 - 24,248
2020-03-01,Waltham Forest,25 - 29,139
2020-03-01,Wandsworth,15 - 19,227
2020-03-01,Wandsworth,20 - 24,186
2020-03-01,Wandsworth,25 - 29,90
2020-03-01,Westminster,15 - 19,322
2020-03-01,Westminster,20 - 24,373
2020-03-01,Westminster,25 - 29,258
2020-04-01,Aviation Policing,20 - 24,4
2020-04-01,Aviation Policing,25 - 29,2
2020-04-01,Barking & Dagenham,15 - 19,185
2020-04-01,Barking & Dagenham,20 - 24,178
2020-04-01,Barking & Dagenham,25 - 29,117
2020-04-01,Barnet,15 - 19,127
2020-04-01,Barnet,20 - 24,163
2020-04-01,Barnet,25 - 29,112
2020-04-01,Bexley,15 - 19,105
2020-04-01,Bexley,20 - 24,115
2020-04-01,Bexley,25 - 29,80
2020-04-01,Brent,15 - 19,213
2020-04-01,Brent,20 - 24,346
2020-04-01,Brent,25 - 29,202
2020-04-01,Bromley,15 - 19,169
2020-04-01,Bromley,20 - 24,191
2020-04-01,Bromley,25 - 29,124
2020-04-01,Camden,15 - 19,310
2020-04-01,Camden,20 - 24,372
2020-04-01,Camden,25 - 29,213
2020-04-01,Croydon,15 - 19,364
2020-04-01,Croydon,20 - 24,427
2020-04-01,Croydon,25 - 29,218
2020-04-01,Ealing,15 - 19,293
2020-04-01,Ealing,20 - 24,434
2020-04-01,Ealing,25 - 29,234
2020-04-01,Enfield,15 - 19,223
2020-04-01,Enfield,20 - 24,289
2020-04-01,Enfield,25 - 29,161
2020-04-01,Greenwich,15 - 19,303
2020-04-01,Greenwich,20 - 24,284
2020-04-01,Greenwich,25 - 29,204
2020-04-01,Hackney,15 - 19,207
2020-04-01,Hackney,20 - 24,210
2020-04-01,Hackney,25 - 29,113
2020-04-01,Hammersmith & Fulham,15 - 19,222
2020-04-01,Hammersmith & Fulham,20 - 24,300
2020-04-01,Hammersmith & Fulham,25 - 29,190
2020-04-01,Haringey,15 - 19,349
2020-04-01,Haringey,20 - 24,362
2020-04-01,Haringey,25 - 29,276
2020-04-01,Harrow,15 - 19,81
2020-04-01,Harrow,20 - 24,163
2020-04-01,Harrow,25 - 29,90
2020-04-01,Havering,15 - 19,129
2020-04-01,Havering,20 - 24,138
2020-04-01,Havering,25 - 29,67
2020-04-01,Hillingdon,15 - 19,181
2020-04-01,Hillingdon,20 - 24,259
2020-04-01,Hillingdon,25 - 29,147
2020-04-01,Hounslow,15 - 19,192
2020-04-01,Hounslow,20 - 24,314
2020-04-01,Hounslow,25 - 29,204
2020-04-01,Islington,15 - 19,249
2020-04-01,Islington,20 - 24,244
2020-04-01,Islington,25 - 29,147
2020-04-01,Kensington & Chelsea,15 - 19,155
2020-04-01,Kensington & Chelsea,20 - 24,202
2020-04-01,Kensington & Chelsea,25 - 29,150
2020-04-01,Kingston upon Thames,15 - 19,141
2020-04-01,Kingston upon Thames,20 - 24,147
2020-04-01,Kingston upon Thames,25 - 29,69
2020-04-01,Lambeth,15 - 19,459
2020-04-01,Lambeth,20 - 24,498
2020-04-01,Lambeth,25 - 29,276
2020-04-01,Lewisham,15 - 19,269
2020-04-01,Lewisham,20 - 24,295
2020-04-01,Lewisham,25 - 29,208
2020-04-01,Merton,15 - 19,95
2020-04-01,Merton,20 - 24,178
2020-04-01,Merton,25 - 29,105
2020-04-01,Newham,15 - 19,274
2020-04-01,Newham,20 - 24,389
2020-04-01,Newham,25 - 29,271
2020-04-01,Redbridge,15 - 19,167
2020-04-01,Redbridge,20 - 24,265
